@RELATION page
@ATTRIBUTE id NUMERIC
@ATTRIBUTE class {none,h1,h2,subtitle,perex,paragraph,author,date,authordate}
@ATTRIBUTE fontsize NUMERIC
@ATTRIBUTE weight NUMERIC 
@ATTRIBUTE style NUMERIC
@ATTRIBUTE replaced NUMERIC
@ATTRIBUTE aabove NUMERIC 
@ATTRIBUTE abelow NUMERIC 
@ATTRIBUTE aleft NUMERIC 
@ATTRIBUTE aright NUMERIC 
@ATTRIBUTE nlines NUMERIC
@ATTRIBUTE ncols NUMERIC
@ATTRIBUTE depth NUMERIC
@ATTRIBUTE tlength NUMERIC 
@ATTRIBUTE pdigits NUMERIC 
@ATTRIBUTE plower NUMERIC 
@ATTRIBUTE pupper NUMERIC 
@ATTRIBUTE pspaces NUMERIC 
@ATTRIBUTE ppunct NUMERIC 
@ATTRIBUTE relx NUMERIC 
@ATTRIBUTE rely NUMERIC 
@ATTRIBUTE tlum NUMERIC
@ATTRIBUTE bglum NUMERIC
@ATTRIBUTE contrast NUMERIC
@ATTRIBUTE markedness NUMERIC
@ATTRIBUTE cperc NUMERIC
@ATTRIBUTE tdate {true,false}
@ATTRIBUTE ttime {true,false}
@ATTRIBUTE tpersons {true,false}
@ATTRIBUTE ttitle {true,false}
@data
% c1.xml:0
0, none, 100, 0.06053633767058077, 0.0, 0, 0, 0, 0, 0, 289, 86, 7, 13217, 0.022092759325111597, 0.7056820761140955, 0.05735038208368011, 0.17946583944919423, 0.018158432322009532, NaN, NaN, 0.08288745176525343, 254.99999999999997, 1919.2933314015795, 102.9934310913086, 0.5623002783894182, false, false, false, false
% c1.xml:1
1, none, 94, 1.0, 0.0, 0, 0, 9, 0, 0, 7, 26, 6, 236, 0.0, 0.5084745762711864, 0.2754237288135593, 0.1906779661016949, 0.025423728813559324, NaN, 0.00467860048820179, 0.8735072652145782, 0.12733670872821162, 5.207648612842797, 145.4536590576172, 0.037728680430338, false, false, false, true
% c1.xml:2
2, none, 83, 1.0, 0.0, 0, 0, 1, 10, 2, 2, 3, 3, 15, 0.0, 0.3333333333333333, 0.4666666666666667, 0.2, 0.0, 0.8235294117647058, 0.004638031861262351, 0.8200690381584672, 0.12733670872821162, 4.906310962903601, 134.18978881835938, 0.028538497003227293, false, false, false, false
% c1.xml:3
3, none, 0, 0.0, 0.0, 1, 0, 0, 1, 1, 1, 1, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.004638031861262351, 0.0, 0.12733670872821162, 3.5467341745642322, 0.0, 0.0, false, false, false, false
% c1.xml:4
4, none, 83, 1.0, 0.0, 0, 0, 0, 0, 2, 1, 1, 2, 6, 0.0, 0.0, 1.0, 0.0, 0.0, 0.29045643153526973, 0.0059665871121718375, 0.6101495826766788, 0.12733670872821162, 3.72257716640288, 134.18978881835938, 0.00479483633010604, false, false, false, false
% c1.xml:5
5, none, 83, 1.0, 0.0, 0, 0, 0, 2, 0, 1, 1, 2, 7, 0.0, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.9378238341968912, 0.0059665871121718375, 1.0, 0.12733670872821162, 5.920939931332789, 134.18978881835938, 0.05228215767634855, false, false, false, false
% c1.xml:6
6, none, 0, 0.0, 0.0, 0, 0, 2, 1, 7, 1, 1, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16583416583416583, 0.004580760804620594, 0.0, 0.12733670872821162, 3.5467341745642322, 0.0, 0.0, false, false, false, false
% c1.xml:7
7, none, 100, 1.0, 0.0, 0, 0, 5, 0, 8, 1, 1, 2, 23, 0.0, 0.0, 0.8695652173913043, 0.08695652173913043, 0.043478260869565216, 0.012835472578763127, 0.0057699960206923995, 1.0, 0.12733670872821162, 5.920939931332789, 150.86660766601562, 0.05228215767634855, false, false, false, false
% c1.xml:8
8, none, 0, 0.0, 0.0, 0, 0, 1, 3, 5, 1, 1, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20679320679320679, 0.004580760804620594, 0.0, 0.12733670872821162, 3.5467341745642322, 0.0, 0.0, false, false, false, false
% c1.xml:9
9, none, 83, 1.0, 0.0, 0, 0, 1, 2, 6, 1, 1, 2, 4, 0.0, 0.0, 0.5, 0.0, 0.5, 0.18024439918533605, 0.0059665871121718375, 0.6101495826766788, 0.12733670872821162, 3.72257716640288, 134.18978881835938, 0.00479483633010604, false, false, false, false
% c1.xml:10
10, none, 0, 0.0, 0.0, 0, 0, 1, 5, 3, 1, 1, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26873126873126874, 0.004580760804620594, 0.0, 0.12733670872821162, 3.5467341745642322, 0.0, 0.0, false, false, false, false
% c1.xml:11
11, none, 83, 1.0, 0.0, 0, 0, 1, 4, 4, 1, 1, 2, 6, 0.0, 0.0, 1.0, 0.0, 0.0, 0.22684703433922998, 0.0059665871121718375, 0.6101495826766788, 0.12733670872821162, 3.72257716640288, 134.18978881835938, 0.00479483633010604, false, false, false, false
% c1.xml:12
